Text/Size
pesadumbre;27
Digo,;27
diera;27
acudir;27
tarde;27
aventura,;27
cristiano,;27
tenemos;27
nuevos;27
hallé;27
persona,;27
dejaba;27
diferentes;27
quitó;27
particular;27
ingenio;27
dellos,;27
juicio;27
diré;27
señas;27
Oyendo;27
aventuras,;27
temeroso;27
ello,;27
llegaba;26
asimesmo;26
comenzaron;26
árboles;26
loco,;26
suerte,;26
estaban,;26
conoció;26
¿no;26
Para;26
número;26
lágrimas,;26
asió;26
hacerse;26
ansí;26
estamos;26
tratar;26
Roque;26
experiencia;26
imposible;26
aire;26
yelmo;26
escribir;26
comer,;26
solo,;26
queréis;26
lanza,;26
disparates;26
tuve;26
verás;26
quedaba;26
hábito;26
acerca;26
posible,;26
cabellos;26
doncella,;26
libros,;26
ellas,;26
riendas;26
dejase;26
negocio;26
brazos,;26
vez,;26
viese;26
Éste;26
estraña;26
entraron;26
di;26
mañana,;26
Basilio;26
conozco;26
cólera;26
presteza;25
traza;25
entendimiento,;25
cuantas;25
emperador;25
duques;25
hacerme;25
largo;25
donaire;25
cuento,;25
somos;25
principales;25
ley;25
diligencia;25
memoria,;25
aldea;25
último;25
dejaron;25
veras;25
determinó;25
diciéndole;25
ponga;25
caminos;25
ofreció;25
sombra;25
huésped;25
espaldas,;25
salieron;25
reyes;25
esperaba;25
acuerdo;25
doctor;25
encantado;25
acometer;25
industria;25
estuviese;25
pasados;24
dulce;24
traer;24
propósito;24
carne;24
contento,;24
llegándose;24
hacían;24
llorar;24
reales;24
hora,;24
altas;24
razón,;24
historia.;24
conmigo,;24
solos;24
era,;24
ordenó;24
Llegó;24
fee;24
año;24
dices,;24
digna;24
acá;24
encantado,;24
encantador;24
acudió;24
partes,;24
agradable;24
Hamete;24
haría;24
quiera;24
pequeño;24
famosos;24
?que;24
viéndose;24
rodillas;24
muerto,;24
campo,;24
hambre,;24
hambre;24
subió;24
puertas;24
determinado;24
tomando;24
¿cómo;24
presente;24
términos;24
acuerdo,;24
sentado;24
fuego;24
quedan;24
is;24
deseo,;24
ella.;23
Rodríguez;23
batalla,;23
busca;23
dama;23
madre,;23
vuelta;23
conviene;23
Quijote?:;23
viento;23
decían;23
quitado;23
mesmo,;23
dado,;23
barba;23
delante,;23
discreto,;23
caído;23
bacía;23
barbas,;23
Pedro,;23
mesa,;23
tiene,;23
golpe;23
andaban;23
den;23
esposo,;23
leguas;23
verme;23
demás,;23
conforme;23
Juan;23
dicho.;23
estás;23
suelo.;23
volviese;23
padres,;23
caminar;23
miedo;23
tendré;23
treinta;23
vivo;23
pocas;23
mono;23
duro;23
trabajos;23
siquiera;23
estraño;23
pasos;23
dirá;23
suya;23
Ni;23
profesión;23
locuras;22
ella;;22
entrañas;22
miedo,;22
vuelva;22
vuelve;22
reino,;22
más.;22
haberse;22
matar;22
cama,;22
siete;22
vee;22
rigor;22
malas;22
teniendo;22
ansí,;22
pláticas;22
Leonela;22
ayuda;22
acá,;22
todo.;22
hablado;22
gente,;22
diversas;22
